30010	I'm just still . So happy .\nA blast	2	1	1	0	3	0	2.219	-1.263	1.851	-0.545	1	1	0	1	1	0	1	1	1	1	0.236329	0.19598	0.271934	0.278356	0.168248	0.146263	0.166538	0.12841	1.545157	0.46015	0.241108	0	0	0	1.539266	0	0.164104	0	1.753274	-0.957197	0	0	0	0.917
30011	It's meant to be!! #happy #happy	0	0	0	0	0	0	4.457	-0.224	3.015	-0.476	0	0	0	0	0	0	0	0	0	0	0.237113	0.847197	0.11055	0.159044	1.509395	0.170577	0.395703	0.353345	0.674405	1.829901	0	0	0	0.031683	4.32394	0	0.218759	0.706357	0.0625	0	0	0	0	0.917
30012	_�մ�_Е�Yeah��_�� PAUL��_��_Е�_�մ  #glorious #BB18	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.917
30013	My morning started off amazing!! Hopefully the whole day is going as i want it to go!\n #GreatDay 	3	0	1	0	7	0	3.085	-2.762	8.116	-0.901	0	0	0	0	0	0	0	0	0	0	1.086913	1.531034	0.726051	0.746841	1.37619	0.476097	0.754619	0.878459	3.341579	2.583523	1.002577	0.074922	0	1.66181	3.481308	0.267198	1.928488	0	1.307024	-1.45625	0	0	0	0.917
30014	_�� @cailamarsai you've had me _��� _��� the whole time watching @black_ishABC after you've lost your #glasses! It was #hilarious! @mrbabyboogaloo	0	1	0	1	0	-3	3.918	-2.552	2.015	-1.075	0	1	0	0	0	1	0	0	1	0	0.561308	0.663534	0.621481	0.523803	0.797905	0.27419	0.356694	0.524985	2.098731	1.431211	0.170183	0.815956	0.237242	0.133767	0.150475	0.625116	1.858806	0	0.70625	-0.938442	0	0	0	0.9
30015	@iamTinaDatta love you so much #smile _��__��_	1	0	1	0	3	0	1.759	-0.332	3.985	-0.618	0	0	0	0	1	0	0	0	0	1	0.095782	0.439647	0.078747	0.096242	0.737622	0.06784	0.199874	0.820274	0.497852	1.475646	0.094039	0	0.088796	0	2.542866	0	0.152265	1.043208	1.5375	0	0	0	0	0.896
30016	@WyoWiseGuy @LivingVertical however, REI did offer me the job today as well. Can't believe how exponentially freaking joyous I feel...!!!	2	0	2	1	3	0	4.716	-4.518	4.393	-3.594	0	0	0	0	1	0	0	0	0	3	1.053628	0.864746	0.645173	0.724395	0.476543	0.499069	0.520856	0.972321	3.45386	1.668058	0.531226	0.697033	0.50147	0.885091	2.172047	0.435229	1.232993	0.104137	2.226719	-0.635381	0	0	1	0.896
30017	2 days until #GoPackGo and 23 days until #GoGipeGo..... I'm so excited! #smiling	1	0	1	0	3	0	1.659	-2.243	6.682	-0.183	0	1	0	0	1	0	1	1	0	1	0.299404	0.922271	0.191036	0.276774	0.517936	0.238334	0.30089	0.483087	1.103028	1.163955	0.020153	1.96523	0	3.130602	2.635698	0.349929	0	0	0	-0.0625	0	0	0	0.88
30018	@TheMandyMoore You are beyond wonderful.  Your singing prowess is phenomenal but damn... I'm just elated to watch you act again. #ThisIsUs �_�	5	1	4	1	7	-2	7.958	-2.881	6.048	-4.893	1	1	1	1	2	0	1	1	1	2	0.723534	0.793339	0.417298	0.609846	1.354808	0.289206	0.582361	0.966809	2.787859	3.025625	1.045092	0.22227	0.905326	0	3.735853	0.175213	1.762138	0.332915	2.133234	-0.3125	0	0	0	0.879
30019	@luckiiCHARM_ Luckii, I'm changing in so many ways bc of Him!! It's a scary but joyful feeling, making me so strong.	2	1	2	1	6	-2	3.07	-4.517	4.345	-3.93	1	1	1	1	2	1	1	2	1	2	1.301983	0.807121	1.177079	1.43543	0.744161	0.764386	0.500082	1.145385	4.237349	2.563722	0.438819	0.040254	0.09938	1.507029	2.532255	0.519692	0.155397	1.663692	0.356953	-0.675	0	0	0	0.877
30020	@JoshNoneYaBiz I love parody accounts! Well done. Vote for #Trump. #lol #hilarious	2	1	2	1	3	0	4.962	-0.811	2.292	-3.714	1	1	0	0	2	1	1	2	1	2	0.507109	0.591869	0.467713	0.543185	0.578004	0.296671	0.417166	0.42783	2.132523	1.624142	1.035707	0.930467	0.623611	0.053112	0.621443	0.201244	1.554693	0.331603	2.935053	-0.166667	0	0	0	0.875
30021	When you wake up from a dream laughing at something stupid, and that makes you laugh more #hilarious	1	2	0	1	3	-2	3.876	-2.892	2.665	-3.805	0	0	0	0	2	0	1	0	1	2	0.520814	0.605261	0.533441	0.608027	0.640424	0.258706	0.381495	0.888722	2.105064	2.393806	2.135601	0.762964	0.618743	0.488781	1.163568	0.415958	1.041131	0.332915	0.5625	-0.614583	0	0	0	0.875
30022	now that I have my future planned out, I feel so much happier #goals #life #happy #igotthis #yay	0	0	1	0	0	0	4.909	-3.144	16.042	-1.618	0	0	0	0	0	0	0	0	0	0	0.603894	1.099202	0.595771	0.573487	1.768184	0.520304	0.557957	1.125925	3.090042	2.767361	0.137499	0.139854	0.173696	1.019068	7.886924	0.483681	0.564533	2.319023	0.450136	-0.969697	0	0	0	0.875
30023	Online now !!!:) all day come play with me !! I'm happy happy horny playful sweet sour;)	4	1	4	1	10	0	6.337	-1.08	4.847	-1.111	1	3	1	0	4	0	2	4	1	4	0.49355	0.897271	0.304337	0.302741	1.222947	0.140424	0.364984	0.704731	1.279614	1.838022	0.236419	0.630417	1.775682	0.214566	5.867436	0.148301	0.491348	0.491903	3.520685	-0.738988	4	0	0	0.875
30024	@grahnort wonderful experience watching you yesterday at. @BBCLetItShine thankyou for the #laughter	1	0	1	0	4	0	5.437	-0.464	5.044	-0.631	0	0	0	0	1	0	1	1	0	1	0.309934	0.615381	0.284416	0.344211	1.294831	0.108858	0.302668	0.971477	0.992468	2.190479	0.073887	0.723399	0.088796	0.226807	4.36305	0.19272	1.050751	0.667719	0.375	-0.025	0	0	0	0.872
30025	@itsyourgirl_Z happy birthday :) have a blessed day love from Toronto :) #bday 	2	0	2	0	6	0	5.943	-0.345	6.134	-0.104	0	2	0	0	4	0	1	1	0	4	0.116613	0.625643	0.134385	0.122132	1.101556	0.105762	0.316243	0.445418	0.654853	1.475887	0	0.367711	0	0	5.710943	0.544334	1.636536	0.383262	2.942398	-0.041667	4	0	0	0.868
30026	@WSJNordics You make the world a more joyful place. #TheNiceBot	1	0	1	0	3	0	3.093	-0.062	3.189	-0.758	0	0	0	0	1	0	0	1	0	1	0.238558	0.218345	0.371351	0.263261	0.293257	0.094369	0.104824	0.31543	1.136528	1.069875	0.133399	0	0.318826	0	2.648346	0	0	0.166457	0.338011	-0.445116	0	0	0	0.864
30027	Morning all! Of course it is sunny on this Monday morning to cheerfully welcome us back to work.:)	3	0	2	0	4	0	5.144	-1.807	6.421	-0.631	0	1	0	0	1	0	1	0	0	1	0.621032	1.559563	0.433199	0.572254	2.034498	0.244066	0.640707	1.711466	2.088699	3.745121	0.298384	0.22751	0	0.353173	2.659959	0.904397	0.419104	1.216855	1.735293	-0.0625	2	0	0	0.863
30028	@Singaholic121 Good morning, love! Happy first day of fall. Let's make some awesome #autumnmemories #annabailey  	4	1	4	1	13	0	7.765	-0.651	7.238	-0.564	0	2	0	0	3	1	1	2	1	3	0.321802	0.484486	0.195883	0.232623	0.872176	0.087442	0.34746	0.492978	0.962846	1.542163	0.311001	0.323454	0.314061	0.463079	4.119801	0.148301	1.166101	0.331603	5.854009	-0.112508	0	0	0	0.86
30029	It's the #FirstDayofFall and I'm so happy. Sipping my #PumpkinSpice flavored coffee and #smiling! Happy Fall everyone! #amwriting	2	1	2	1	6	0	5.722	-1.527	12.81	-0.077	0	2	0	0	2	1	0	2	1	2	0.461633	0.665512	0.541754	0.427818	0.826279	0.171527	0.281295	0.464701	1.697115	1.93645	0.445482	0.040254	1.164951	0.292792	7.827091	0	0.686745	0	1.675	-0.112508	0	0	0	0.86
30030	Retweeted GunnySmith93 (@Stephen21Smith):\n\nDays like today I am happy to be alive! #blessed #rejoice	2	0	2	0	6	0	4.406	-1.198	3.053	-1.736	0	2	0	0	2	0	0	2	0	2	0.521529	0.500554	0.562917	0.580094	0.507296	0.343287	0.334066	0.660709	1.844725	1.482837	0	0.036017	0.332623	0.62721	5.904336	0.24779	0.904778	0.00966	2.380952	-0.166667	0	-2	0	0.86
30031	@ADenkyirah Happy birthday! Hope you have a wonderful day filled with lots of joy and laughter &lt;3 (despite tumblr being a jerk- once again)	4	2	3	0	12	0	11.063	-1.013	13.717	-2.067	0	4	0	0	6	0	4	3	0	6	0.637341	0.975828	0.474152	0.536014	1.432532	0.404881	0.599731	1.019581	2.751514	2.733821	0.325349	0.313245	0.130548	0.616094	9.551284	0.194131	1.681842	0.863155	2.222457	-0.5625	3	0	0	0.854
30032	LOVE LOVE LOVE  #fun #relaxationiskey	3	0	3	0	9	0	3.249	0	5.446	0	0	0	0	0	3	0	0	0	0	3	0.105581	0.069505	0.065056	0.120763	0.072416	0.028499	0.065546	0.013724	0.392824	0.044889	0	0.525484	0	0	3.204385	0	0.152812	0.994809	3.925	0	0	0	0	0.854
30033	This is the day You've made, \n\nLet us rehoi rejoice and be glad with all that I am. \n\n_��__���\n\n#aja \nGood morning!!!!	3	0	3	0	10	0	6.633	-1.074	4.939	-1.066	0	3	0	0	3	0	2	2	0	3	0.976505	0.78856	0.851832	0.846343	0.682941	0.512666	0.427318	0.875951	3.210577	1.997634	0.112557	0.086067	0.088092	0.088438	4.516926	0.148301	0.857044	0.562116	3.649331	-0.208333	0	0	0	0.854
30034	I #love to #laugh and share #laughter as way to share #joy	0	0	0	0	2	0	3.198	-0.748	5.421	-0.53	0	2	0	0	2	0	0	2	0	2	0.321771	0.468713	0.151466	0.348268	0.690976	0.307298	0.170272	0.437291	1.249744	1.268031	0	0.820633	0	0	8.210018	0	0	2.084868	0.136364	-0.1875	0	0	0	0.854
30035	second day on the job and i already got a 45 dollar tip from a dude whose was constantly twitching his eye LOLOLOL #cheering	0	0	0	0	4	0	2.604	-3.682	4.616	-3.654	0	0	0	0	0	0	0	1	0	1	1.247227	0.550709	1.337095	0.977018	0.332768	0.421364	0.358143	0.54652	4.095894	1.193725	2.201156	1.450489	0.702303	1.638692	0.947641	0.58647	1.005886	0.020743	0.77013	-0.612464	0	0	0	0.854
30036	I'm such a fan of endless #laughter with #friends and enjoying #happiness together. #FridayFeeling #weekend	0	1	1	0	5	0	7.888	-0.284	16.032	-0.367	1	1	0	1	2	1	0	2	1	2	0.398513	0.536304	0.300044	0.379907	0.762239	0.271769	0.263432	0.442245	1.77126	1.338118	0	0.058507	0.281698	0.106127	9.25829	0.110562	0.194615	0.808186	0.416667	-0.104167	0	0	0	0.854
30037	the thought of you gets me through my day. the thought of your smile never fails at making me smile _��_	2	0	2	1	4	-2	5.763	-2.563	5.116	-3.432	0	2	0	0	2	0	2	2	0	2	1.149581	0.754944	1.053792	1.089648	0.574186	0.717343	0.391398	0.833349	4.335508	1.626568	0.570947	0	0.57242	0.03266	4.134867	0.148301	1.603966	0.51666	0.209524	-0.479167	0	0	1	0.854
30038	Today I reached 1000 subscribers on YT!! #happy, #goodday, #thankful	0	0	0	0	1	0	4.266	-0.584	5.538	-7.471	0	0	0	0	0	0	0	0	0	0	0.36027	1.169642	0.172556	0.244856	1.74237	0.222002	0.396042	0.949356	1.327474	2.599428	0	0	0	0.072489	6.554504	0.308582	0.816605	0.14142	0.229167	-0.125	0	0	0	0.849
30039	Getting my comedic relief w/ @SofiaVergara during season premiere of #ModernFamily. Just what a girl needs! #hilarious	2	0	1	0	0	0	2.604	-1.574	5.105	-1.306	0	0	0	0	0	0	0	0	0	1	0.712511	0.823283	0.553511	0.683901	0.587815	0.350476	0.495027	0.607953	2.618648	1.69428	0.281134	3.168581	0.486886	1.293616	1.245862	0.031326	1.410451	0.261921	1.298562	-0.041667	0	0	0	0.846
30040	@palmtreesarah @WorthingTheatre had more fun than the funniest person in funsville..... Much hilarity as usual.... Thank you ��_��	3	0	2	0	6	0	6.779	-0.884	2.934	-1.902	0	1	0	0	2	0	0	1	0	3	0.545843	0.894433	0.559101	0.418558	1.304349	0.210065	0.432855	1.120417	2.153593	2.577636	0.226194	0.641049	0.261036	0	1.039103	0	1.20104	0.239143	0.479167	-0.0625	0	0	0	0.84
30041	@shwood @mpforstein OMD you 2 are cracking me up! Thanks for the follow Brian. I need some levity to balance the cynicism I share w/Michael_���	1	1	1	1	3	-2	8.611	-2.399	3.085	-3.955	0	1	0	0	1	0	0	1	1	2	1.180339	1.244357	1.14286	1.053223	1.403833	0.629034	0.471979	1.49726	4.605993	3.387469	0.670395	1.378587	0.509418	1.500777	1.00054	0.261327	0.443217	1.764377	0.978755	-1.095833	0	0	0	0.84
30042	@DorH84607784 Oh FANTASTIC, I bet it was super exhilarating  _�_�_��	3	0	3	0	10	0	7.007	-0.872	3.168	-1.169	0	0	0	0	0	0	0	0	0	0	0.39858	0.730031	0.235793	0.301991	1.302473	0.193109	0.671807	0.559803	1.460239	2.152233	0.024281	0.286654	0.201743	0.225223	0.872025	0	0.721388	0.137082	1.041667	-0.125	0	0	0	0.84
30043	@ContourCosmetic well done ladies! A great award for an amazing team. A delight to present the award to you.	6	0	6	0	16	0	9.842	-0.454	7.336	-1	0	4	0	0	4	0	3	4	0	4	0.573533	1.347424	0.65136	0.618266	2.364781	0.251452	0.669746	1.56082	2.491202	4.910058	0.073887	0.401719	0.808832	0.657423	3.062788	0	2.804363	0.642231	3.297553	-0.190476	0	0	0	0.84
30044	Vals always smiling I love it #gbbo	2	0	2	0	5	0	3.265	-0.44	2.246	-0.298	0	0	0	0	2	0	0	0	0	2	0.159373	0.152377	0.160589	0.19868	0.128662	0.098079	0.15401	0.18765	0.822548	0.465076	0.22845	0	0	0	2.1439	0	0.049481	0.575581	1.433333	-0.166667	0	0	0	0.84
30045	Had a great time at Skywalkers open gym tonight! Come our every Wednesday from 7-8 in Hillsboro and train with us! #opengym #cheer #tumbling	2	0	1	0	3	0	3.797	-1.484	7.342	-0.32	0	1	0	0	0	0	0	0	0	0	0.541032	1.568658	0.383288	0.569306	1.94423	0.328039	0.638819	1.494369	1.589863	3.548623	0.635211	0.634255	0.024944	1.750507	3.060092	0	1.070582	0.472383	0.851385	-0.552111	0	0	0	0.833
30046	I love how cheery and adoring @JackHoward gets every time he produces new content.	4	0	3	0	9	0	7.034	-0.928	6.159	-1.374	0	2	0	0	3	0	0	1	0	3	0.625705	0.558569	0.321042	0.406026	0.686747	0.247073	0.328884	0.837297	1.480207	1.686088	0.442085	0.480973	0.167513	0	2.225797	0	0.227901	0.839883	2.619048	-0.125	0	0	0	0.833
30047	Good morning joyful people. Choose happiness to have a great day today #morning #joyful #happiness #grandmercurejktkemayoran	4	0	4	0	12	0	5.664	-0.606	12.83	-1.24	0	2	0	0	3	0	1	2	0	3	0.268611	0.644625	0.208077	0.211491	1.041859	0.157854	0.365016	0.549567	1.285905	1.605977	0.387125	0	0.464299	0	12.12625	0.696469	0.928956	0.597454	3.91405	-0.25	0	0	0	0.833
30048	Retweeted GunnySmith93 (@Stephen21Smith):\n\nDays like today I am happy to be alive! #blessed 	2	0	2	0	6	0	4.406	-1.198	3.053	-1.736	0	2	0	0	2	0	0	2	0	2	0.521529	0.500554	0.562917	0.580094	0.507296	0.343287	0.334066	0.660709	1.844725	1.482837	0	0.036017	0.332623	0.62721	3.736052	0.24779	0.904778	0.00966	2.380952	-0.166667	0	-2	0	0.833
30049	Wishing a very Happy Birthday to our awesome dancer, Ruthann!!! We hope your day is magical! #bday  #eatcake	5	0	3	0	10	0	8.623	-1.429	8.482	-0.903	0	4	0	0	4	0	3	2	0	4	0.42498	0.979277	0.325544	0.342673	1.535612	0.176504	0.56837	0.867208	1.402572	2.980598	0.036483	0.286639	0.173706	0.648534	6.506867	0.669242	3.017102	0.888802	2.247321	-0.166667	0	0	0	0.833
30050	Thank you @twitter for the balloons today. #smile #goodday #48	1	0	1	0	2	0	3.059	-0.818	6.501	-1.546	0	0	0	0	0	0	0	0	0	0	0.28695	0.916835	0.3291	0.353618	1.601144	0.142193	0.427601	1.179097	1.164104	2.627035	0.073887	0.261802	0.088796	0.479009	5.0215	0.072825	1.018022	0.711605	0.1875	0	0	0	0	0.833
30051	Omg. You've got to watch the new series 'This is Us'.....wow. Best tv show I've seen in a long time.\n#tears #laughter #moretears	2	1	2	0	7	0	4.456	-1.976	4.394	-2.022	0	3	0	1	0	0	0	2	0	0	1.317336	0.929141	1.203807	1.131743	0.865216	0.612606	0.656369	0.970062	5.043888	2.689044	0.039151	1.914614	0.258407	0.379339	3.562779	1.994632	2.991667	0.304191	2.233978	-0.095139	0	0	0	0.827
30052	Today is the first time any math professor let us live early before the class time !!! #15 min #feelsgood #happy #wednesday #	1	0	0	0	0	0	3.628	-2.986	8.769	-1.397	0	2	0	0	0	0	0	1	0	1	0.804579	1.285428	0.604488	0.710062	1.182742	0.390152	0.478529	1.079131	2.450661	2.063306	0.519553	0.541517	0.010431	0.649289	3.056559	0.272497	2.963471	0.552456	1.551438	-0.041667	0	0	0	0.827
30053	Food that gets delivered _��_٪�_ُ� #cheering #happy	0	0	0	0	0	0	1.995	-0.297	2.396	-0.489	0	0	0	0	1	0	0	1	0	1	0.221565	0.465406	0.280579	0.199046	0.735305	0.152931	0.210095	0.274924	0.689442	1.055227	0.43355	0.536103	0.715795	0	2.16197	0	0	0	0	-0.03125	0	0	0	0.827
30054	You know you're in love when all you can do is smile whenever you talk about how he is to someone.	2	0	2	0	5	0	6.714	-1.732	2.778	-5.37	0	0	0	0	2	0	1	1	0	3	0.948612	1.133509	0.526318	0.825681	1.011354	0.401046	0.680172	1.660726	2.927395	3.120676	1.313112	0.169779	0.828149	0.156123	2.157948	0	0.28585	1.004933	2.314047	-0.104968	0	0	0	0.82
30055	What a #lively #lovely #shower _��� ..	0	0	0	0	0	0	0.221	0	6.789	-0.304	0	0	0	0	0	0	0	0	0	0	0.17049	0.087554	0.233921	0.220519	0.059868	0.106642	0.080759	0.127982	0.901766	0.253475	0	0.220347	0	0	1.475137	0	0.529741	0	0	-0.041667	0	0	0	0.82
30056	What a great training course, lots of photos, fun and laughter. Photo's will be up soon #Boostercourse #fun #laughter	3	1	2	0	7	0	6.704	-0.22	8.41	-0.676	0	2	0	0	2	0	1	0	0	2	0.688246	1.355464	0.485028	0.676438	1.480681	0.301523	0.606253	1.310176	2.591575	3.101947	0.638692	2.143941	0	0.833185	6.491854	0	0.563385	0.529226	1.139286	-0.25	0	0	0	0.82
30057	@EmmyMitchell_  hahahaha you're ridiculous!!! But thank you a joyous evening xx	2	1	2	1	5	-3	7.123	-1.012	6.767	-2.536	1	0	1	0	1	0	0	0	1	1	0.39672	0.797745	0.387946	0.268839	1.457381	0.141246	0.376362	0.768673	1.47868	2.023332	0.706858	0.129463	0.835131	0	4.206915	0.117649	0.589775	0.395996	0	-0.270833	0	0	0	0.815
30058	I am so happy I have come across @HilltopBindery notebooks! #handmade would love to talk to you! #musthave #want #need #happy #amazing _���_���	2	0	2	0	6	0	7.133	-2.047	12.064	-3.242	0	1	0	0	2	0	0	1	0	3	0.481412	1.365708	0.400755	0.494374	2.119224	0.370573	0.70214	1.037626	2.423987	3.729715	0.767117	0.039184	0.872306	0.523751	4.090404	0.515834	2.051647	1.087127	2.241104	-0.375	0	0	0	0.812
30059	second day on the job and i already got a 45 dollar tip from a dude whose was constantly twitching his eye LOLOLOL 	0	0	0	0	4	0	2.604	-3.682	4.616	-3.654	0	0	0	0	0	0	0	1	0	1	1.247227	0.550709	1.337095	0.977018	0.332768	0.421364	0.358143	0.54652	4.095894	1.193725	2.201156	1.450489	0.702303	1.638692	0.947641	0.58647	1.005886	0.020743	0.77013	-0.612464	0	0	0	0.812
30060	Made my night that @GordonReid91 Reid was included in tonight's hilarity. Some of those points were brilliant. Thanks @andy_murray	2	0	1	0	6	0	8.22	-1.062	7.366	-3.468	0	1	0	0	2	0	0	1	0	3	0.595092	0.773513	0.602733	0.589186	0.972655	0.337043	0.342119	1.000741	2.414704	1.997262	0.190481	0.097497	0.631152	0	1.010318	0.178373	2.027949	0	1.138988	-0.0625	0	0	0	0.812
30061	By the way, I'm wearing the smile you gave me today. \n #you #me 	1	0	1	0	2	0	3.215	-0.61	2.952	-0.883	0	0	0	0	1	0	1	1	0	1	0.696908	0.360166	0.934848	0.767695	0.360708	0.669751	0.217245	0.574527	2.980256	1.074214	0.183306	0	2.184499	0	1.84474	0.072825	0.642999	2.083706	0.261364	-0.479167	0	0	0	0.812
30062	@airvistara as always it was indeed a wonderful experience flying with you guys today #bestinbusiness #delight #happyme	1	0	1	0	4	0	4.861	-0.516	5.058	-1.126	0	0	0	1	1	0	1	1	0	2	0.326489	0.574403	0.293122	0.390919	0.711653	0.158278	0.437125	0.67475	1.377084	1.946543	0.302337	0.490479	0.501306	0.885447	2.657988	0.20664	0.602365	1.031907	0.5625	-0.170833	0	0	0	0.812
30063	@alpuzz Ah, but once I got it to work, there was much rejoicing! Lol thanks will get it to do taht now.	2	0	2	0	9	0	4.927	-2.956	2.42	-3.35	0	1	0	0	1	0	1	0	0	1	1.332775	1.653309	0.881916	0.886477	1.552347	0.459084	0.801265	1.599767	4.85291	3.689582	0.414785	0.494977	0	0.540184	2.209193	0.117649	1.520289	0.519566	0.478133	-0.334135	0	0	0	0.812
30064	Getting my comedic relief w/ @SofiaVergara during season premiere of #ModernFamily. Just what a girl needs! 	2	0	1	0	0	0	2.604	-1.574	4.642	-1.306	0	0	0	0	0	0	0	0	0	1	0.712511	0.823283	0.553511	0.683901	0.587815	0.350476	0.495027	0.607953	2.618648	1.69428	0.281134	2.787401	0.486886	1.293616	1.245862	0.031326	0.728347	0.261921	1.298562	-0.041667	0	0	0	0.812
30065	@MrHenvin Thank you, happy birthday to you as well!	3	0	3	0	5	0	6.675	-0.165	3.494	-0.98	0	2	0	0	2	0	1	1	0	2	0.220291	0.91091	0.150898	0.238088	1.448651	0.126595	0.383786	1.095184	1.017998	2.778107	0.147774	0.023775	0.177592	0	2.586895	0	0.617799	0.332915	2.376719	-0.0625	0	0	0	0.812
30066	I really love the customer service @LifeProof they're always so nice, helpful and cheerful !	4	0	4	0	10	0	5.056	-1.526	4.577	-1.808	0	0	0	0	3	0	1	1	0	4	0.500072	0.602573	0.463996	0.452914	0.953905	0.231751	0.34819	0.580411	1.881233	2.010741	1.071627	0.048728	0.758104	0.171367	2.118778	1.041927	1.038477	0.818747	3.545833	-0.229167	0	0	0	0.808
30067	@ChrisBooker @ThePerezHilton On PHP54  and though the Kardashian stuff goes over my head, you're both hilarious, like gleeful little boys _���_���	3	1	3	0	7	0	4.888	-1.736	1.821	-1.383	0	0	0	0	1	0	1	0	0	1	1.009141	0.54889	0.88604	0.960102	0.509165	0.373548	0.29201	0.593386	3.366701	1.29891	0.637979	0.82215	1.282661	0.177515	0.017656	0.165689	0.654683	0	1.091667	-0.874851	0	0	0	0.808
30068	@TheSandraGal Glad to see that you're having fun in the sun. Water sports are always fun, challenging, and exhilarating. #happiness #beauty	4	1	4	1	14	0	10.528	-0.793	12.266	-0.896	0	4	0	0	4	0	1	1	0	4	0.905938	1.24887	0.791003	0.85779	1.249504	0.391998	0.792033	0.967532	3.421221	3.323255	0.4413	1.714017	0.480257	0.063325	5.183888	1.138431	1.112659	1.338194	0.638542	-0.069643	0	0	0	0.796
30069	May your day be filled with #peace#love n #laughter .Have a very nice day full of #Success #Jummah Mubarak_��� , good morning�� @WaseemBadami	2	0	2	0	6	0	5.396	-0.536	12.209	-0.356	0	1	0	0	1	0	1	1	0	2	0.933733	1.526339	0.4268	0.680052	2.109322	0.64154	0.756039	1.17603	2.84076	3.813443	0.036483	0.192144	0.173706	0.457086	10.442363	0.350272	0.81148	1.554554	4.475657	-0.041667	0	0	0	0.792
